"keep","Species","ID","site","acc","Species.no.ssp","code","new.code","family","group","nat.inv","appendage type","appendage","disp.cat.all","disp.cat.nat","morph.mass.mg","chem.mass.mg","set.time.mpsec","prop.C","prop.N","height.cm","shape","size.mm","width","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","coat.thick.per.width","wing.loading","ldd.all","ldd.natural","mucilage","fleshy.end","starchy.end","smooth.coarse","AI","oil.prop.kew","prot.prop.kew","carb.prop.kew"
"combine","Aegilops triuncialis","SFREC-20b","SFREC","SFREC","Aegilops triuncialis","AEGTRI","AEGTRI","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",NA,186.15,NA,0.418503077783996,0.0360520425293788,47.8333333333333,0.129590916,8.415337,1.6130503,31.9538496992508,0.356303218883436,0,0,0.016,0.00991909551735615,NA,7,6,0,1,1,1,0.4725,0.03,0.23,0.74
"combine","Agoseris heterophylla","MCL-EE-4","MCL","MCL-EE","Agoseris heterophylla","AGOHET","AGOHET","Asteraceae","forb","native","elongated appendage","plume","wind","wind",NA,NA,NA,0.424710335747202,0.0384002633311389,17.9733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,NA,NA,NA,NA
"combine","Agoseris heterophylla","MCL-ML-7","MCL","MCL-ML","Agoseris heterophylla","AGOHET","AGOHET","Asteraceae","forb","native","elongated appendage","plume","wind","wind",4.1812,4.1812,173.120060794,NA,NA,17.9733333333333,0.151317905,2.9912335,0.52291196,100.065554070011,1,0,0.0686,0.0686,0.131188431796435,0.238834051141652,5,5,0,NA,NA,1,0.4412,NA,NA,NA
"keep","Aliciella latifolia ssp. latifolia","CBG-19964","CBG","CBG","Aliciella latifolia","ALILATL","ALILAT","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",0.556,0.556,122.776924834,0.404399872652022,0.0352403693091372,20,0.02292827,0.73119042,0.49632321,101.28863003991,0.912852495691057,0.0042,0,0.0042,0.00846222766813585,0.534202405063777,1,1,0,1,0,0,0.0325,NA,NA,NA
"keep","Amaranthus fimbriatus","GRIN-PI-662285","GRIN","GRIN","Amaranthus fimbriatus","AMAFIM","AMAFIM","Amaranthaceae","forb","native","no appendage","none","animal","animal",1.621,1.621,180.3728417,0.439505141388175,0.0354916452442159,65,0.020300871,0.77328926,0.50961758,25.1490512637735,2.64460066383593,0.009,0,0.009,0.0176603012792455,1.20750203658888,6,6,0,1,1,0,0.1788,NA,NA,NA
"keep","Amaranthus hybridus","GRIN-PI-688207","GRIN","GRIN","Amaranthus hybridus","AMAHYB","AMAHYB","Amaranthaceae","forb","native","no appendage","none","human","animal",4.8303,4.8303,252.7423062,0.428009198423127,0.0222207621550591,59.6875,0.038366384,1.07241265,0.58052089,44.5444407197125,2.64848461891273,0.0168,0,0.0168,0.0289395270513004,1.96179102199333,7,6,0,0,1,0,0.2403,NA,NA,NA
"keep","Amaranthus palmeri","GRIN-PI-612856","GRIN","GRIN","Amaranthus palmeri","AMAPAL","AMAPAL","Amaranthaceae","forb","native","no appendage","none","animal","animal",3.3968,3.3968,239.12091812,0.44097211363044,0.0293015376596299,100,0.028519062,0.972704825,0.57608942,25.8426267202196,2.59113769893384,0.0118,0,0.0118,0.0204829312782727,1.64641564437639,6,6,0,1,1,0,0.073075,0.08,0.16,0.76
"keep","Amaranthus torreyi","GRIN-PI-688211","GRIN","GRIN","Amaranthus torreyi","AMATOR","AMATOR","Amaranthaceae","forb","native","no appendage","none","animal","animal",3.5405,3.5405,255.8364196,0.426734757041164,0.0268740328071804,40,0.020382681,0.966057675,0.66915004,25.8163532957642,2.7713545253299,0.0134,0,0.0134,0.0200254041679501,1.52788092034869,6,6,0,1,1,0,0.2403,NA,NA,NA
"keep","Amsinckia intermedia","GRIN-W6-48213","GRIN","GRIN","Amsinckia intermedia","AMSINT","AMSINT","Boraginaceae","forb","native","no appendage","none","animal","animal",19.38,19.38,268.56270552,0.404198128428525,0.0269474023878671,70.12,0.025141635,2.262259,1.4269292,63.2042757853967,1,0.0158,0.1224,0.1382,0.0968513364222976,2.10734924020273,6,6,0,NA,NA,1,0.1581,NA,NA,NA
"keep","Amsinckia menziesii","SFREC-1","SFREC","SFREC","Amsinckia menziesii","AMSMEN","AMSMEN","Boraginaceae","forb","native","no appendage","none","ant","ant",27.17,27.17,284.84172636,0.480205328578311,0.0167060755336617,38.2825,0.033777884,3.20837495,1.8124659,77.0240301440855,1,0.0154,0.1144,0.1298,0.0716151404558839,1.57408226108707,3,3,0,NA,NA,1,0.5161,NA,NA,NA
"keep","Amsinckia tessellata","SS-3","SS","SS","Amsinckia tessellata","AMSTES","AMSTES","Boraginaceae","forb","native","no appendage","none","animal","animal",37.94,37.94,284.88259656,0.464065547128927,0.0364707475622969,26.725,0.046819328,3.37898595,1.6130505,54.4957788671024,1,0.0166,0.0768,0.0934,0.0579027129032848,2.19449238863394,6,6,0,NA,NA,1,NA,NA,NA,NA
"keep","Anagallis arvensis","MCL-EE-5","MCL","MCL-EE","Anagallis arvensis","ANAARV","ANAARV","Primulaceae","forb","invasive","no appendage","none","human","unassisted",3.7639,3.7639,280.03193518,0.505330016583748,0.0229850746268657,11.72332445,0.009227476,1.174336,0.93503744,31.5305685503771,0.812076126720362,0.0264,0,0.0264,0.0282341635432267,1.20970685311611,7,1,0,0,1,1,0.5527,0.19,0.15,0.66
"keep","Ancistrocarphus filagineus","MCL-EE-6","MCL","MCL-EE","Ancistrocarphus filagineus","ANCFIL","ANCFIL","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",3.5959,3.5959,232.40888824,0.496955562559092,0.0572486605735897,3.4,0.074514625,1.9897243,0.83754539,79.4233512332048,0.999793708096957,0,0.0084,0.0084,0.0100293071877573,0.842587186509367,6,6,0,NA,NA,0,0.5647,NA,NA,NA
"keep","Anisocoma acaulis","CBG-21059","CBG","CBG","Anisocoma acaulis","ANIACA","ANIACA","Asteraceae","forb","native","elongated appendage","hairs","unassisted","unassisted",9.6502,9.6502,194.29385868,0.53027428202646,0.0253694740238787,20,0.134011491,4.4624773,0.9970779,24.0129459567716,1,0,0.0628,0.0628,0.0629840456798812,0.774555724846652,1,1,0,NA,NA,1,0.1272,NA,NA,NA
"keep","Anoda pentaschista","GRIN-W6-36754","GRIN","GRIN","Anoda pentaschista","ANOPEN","ANOPEN","Malvaceae","forb","native","no appendage","none","unassisted","unassisted",54.3,49.8505,258.50210328,0.485167548500882,0.0342092886537331,75,0.007611201,2.75858205,2.1714141,32.3145735297746,0.921822166138116,0.0154,0.099,0.1144,0.0526845616411904,3.22962271333344,2,2,0,1,0,1,0.1884,NA,NA,NA
"combine","Antirrhinum coulterianum","CBG-22016","CBG/SS","CBG","Antirrhinum coulterianum","ANTCOU","ANTCOU","Plantaginaceae","forb","native","no appendage","none","wind","wind",1.3504,1.3504,136.77744092,NA,NA,81,0.02802165,1.0857069,0.70017022,11.1538747664362,0.826181081228858,0.0822,0,0.0822,0.117400023097241,0.600046236975144,5,5,0,1,0,1,0.1572,NA,NA,NA
"combine","Antirrhinum coulterianum","SS-4","CBG/SS","SS","Antirrhinum coulterianum","ANTCOU","ANTCOU","Plantaginaceae","forb","native","no appendage","none","wind","wind",NA,NA,NA,0.59484762979684,0.0235214446952596,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,NA,NA,NA,NA
"keep","Antirrhinum multiflorum","CBG-22451","CBG","CBG","Antirrhinum multiflorum","ANTMUL","ANTMUL","Plantaginaceae","forb","native","no appendage","none","wind","wind",1.465,1.465,144.390825,0.611231527093596,0.0176724137931034,90,0.023294972,1.08127562,0.73119041,26.1630355064387,0.83608398861427,0.0818,0,0.0818,0.111872364409156,0.657856957630797,5,5,0,1,0,1,0.2113,NA,NA,NA
"keep","Argemone munita","CBG-21422","CBG","CBG","Argemone munita","ARGMUN","ARGMUN","Papaveraceae","forb","native","no appendage","none","animal","animal",29.41,29.41,245.56233782,0.549022004889976,0.0277750611246944,105,0.00191025,2.0074501,1.8213288,20.0469151763269,0.956948188348983,0.108,0,0.108,0.0592973657474696,2.84610593289507,6,6,0,0,0,0,0.0284,NA,NA,NA
"keep","Aristida adscensionis","CBG-21102","CBG","CBG","Aristida adscensionis","ARIADS","ARIADS","Poaceae","grass","native","elongated appendage","awn","adhesive","adhesive",9.3647,6.4933,176.13605706,0.403088803088803,0.0292307692307692,36.8666667,0.147301944,18.838125,3.5008512,52.5639649838493,0.5424531436335,0,0,0.0158,0.00451318810693811,0.217102940636577,6,6,0,0,1,0,0.1894,NA,NA,NA
"keep","Astragalus didymocarpus","CP-11","CP","CP","Astragalus didymocarpus","ASTDID","ASTDID","Fabaceae","forb","native","no appendage","none","wind","wind",16.6444444444444,12.7213,210.18963508,0.353631809643081,0.0368691296180338,23.75,0.04838153,1.80581865,0.83311389,69.7043228485146,1,0.015,0,0.015,0.0180047412245161,1.38126397518953,5,5,0,0,0,1,0.2077,NA,NA,NA
"keep","Astragalus didymocarpus var. dispermus","CBG-21062","CBG","CBG","Astragalus didymocarpus","ASTDIDD","ASTDID","Fabaceae","forb","native","no appendage","none","wind","wind",11.47,12.1586,235.77040092,0.418877887788779,0.0527782778277828,21,0.060288096,2.0340389,0.81095665,115.391348570847,1,0.0194,0,0.0194,0.0239223637909622,1.23546260663997,5,5,0,0,0,1,0.1294,NA,NA,NA
"keep","Astragalus gambelianus","MCL-ML-17","MCL","MCL-ML","Astragalus gambelianus","ASTGAM","ASTGAM","Fabaceae","forb","native","balloon structure","balloon","unassisted","unassisted",18.51,13.0888,233.82461204,0.429805877595039,0.0535211647344298,8.30333333333333,0.048422553,2.01852885,0.94390037,67.6963216203868,0.974991007368311,0.03,0,0.03,0.0317830154044754,1.13169890088742,1,1,0,0,0,1,0.5647,NA,NA,NA
"keep","Athysanus pusillus","MCL-EE-8","MCL","MCL-EE","Athysanus pusillus","ATHPUS","ATHPUS","Brassicaceae","forb","native","balloon structure","balloon","unassisted","unassisted",8.1267,3.8082,141.247947732,0.450639147802929,0.0253328894806924,16.6,0.081027416,2.74528775,0.90401731,147.402699419856,1,0.011,0.0316,0.0426,0.0471229914834264,0.658565191900518,1,1,0,1,1,0,0.5647,NA,NA,NA
"keep","Atrichoseris platyphylla","CBG-20046","CBG","CBG","Atrichoseris platyphylla","ATRPLA","ATRPLA","Asteraceae","forb","native","no appendage","none","unassisted","unassisted",10.2651,10.2651,177.52268186,0.497110277136259,0.0207303695150115,100,0.085888468,3.5141453,1.3294373,254.574021425151,1,0,0.293,0.293,0.220393996768407,0.686815006557631,2,2,0,NA,0,0,0.0322,NA,NA,NA
"keep","Atriplex elegans var. fasciculata","CBG-23921","CBG","CBG","Atriplex elegans var. fasciculata","ATRELEF","ATRELE","Chenopodiaceae","forb","native","flat appendage","","ant","ant",9.3992,9.3992,151.9064163,0.350516188149053,0.0214752596212584,29.385,0.08225322,2.7253461,0.99707785,74.0799028626845,2.6780989705155,0.0086,0.0174,0.026,0.0260761985636327,0.659903021103599,3,3,0,1,1,1,0.0282,NA,NA,NA
"keep","Avena barbata","SFREC-2","SFREC","SFREC","Avena barbata","AVEBAR","AVEBAR","Poaceae","grass","invasive","elongated appendage","hairs","human","adhesive",128.11,76.91,179.79572516,0.43845549003089,0.0315641673687167,70,0.161832388,17.801163,2.6101283,55.7398746858751,0.23739629614958,0,0,0.048,0.0183899006037366,1.59329222852469,7,6,0,1,1,1,0.4725,0.11,0.17,0.73
"combine","Avena fatua","MCL-EE-60","MCL/SFREC","MCL-EE","Avena fatua","AVEFAT","AVEFAT","Poaceae","grass","invasive","elongated appendage","hairs","human","adhesive",NA,NA,NA,0.425810376861632,0.0177722674339734,66.00384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,1,0.5647,0.12,0.15,0.74
"combine","Avena fatua","SFREC-3","MCL/SFREC","SFREC","Avena fatua","AVEFAT","AVEFAT","Poaceae","grass","invasive","elongated appendage","hairs","human","adhesive",234.36,123.69,222.42233626,NA,NA,66.00384,0.136734249,14.840948,3.199512,53.9233688196959,0.342004432200919,0,0,0.0406,0.0126894351388587,2.47972423367284,7,6,0,1,1,1,0.4843,0.12,0.15,0.74
"keep","Boerhavia erecta","GRIN-W6-36758","GRIN","GRIN","Boerhavia erecta","BOEERE","BOEERE","Nyctaginaceae","forb","native","no appendage","none","adhesive","adhesive",38.9,38.9,240.10837566,0.387755102040816,0.0164795918367347,35,0.072226415,3.8243475,1.6440707,448.310278806257,2.17989723584696,0.0136,0.0884,0.102,0.06204112755005,2.20646109437339,6,6,1,0,1,0,0.1915,NA,NA,NA
"keep","Boerhavia triquetra var. intermedia","CBG-23519","CBG","CBG","Boerhavia triquetra var. intermedia","BOETRII","BOETRI","Nyctaginaceae","forb","native","no appendage","none","adhesive","adhesive",24.02,24.02,249.61193388,0.431299035369775,0.0178906752411576,35,0.060696133,2.840564,1.3560259,870.42125759897,2.19921161721839,0.0134,0.0836,0.097,0.0715325570108949,2.10670079954645,6,6,1,0,1,1,0.028,NA,NA,NA
"keep","Bouteloua barbata","CBG-23528","CBG","CBG","Bouteloua barbata","BOUBAR","BOUBAR","Poaceae","grass","native","elongated appendage","awn","adhesive","adhesive",1.3982,1.2306,118.225341258,0.436538583677358,0.035261987932677,16.5,0.043688941,2.8184068,1.5687358,46.098062336901,0.802768739085098,0,0,0.0066,0.00420720939752889,0.201082746168455,6,6,0,1,1,1,0.0277,NA,NA,NA
"keep","Brassica nigra","MCL-ML-28","MCL","MCL-ML","Brassica nigra","BRANIG","BRANIG","Brassicaceae","forb","invasive","no appendage","none","human","wind",11.1442,11.1442,250.53970992,0.537833433916717,0.0466173808086904,111.864150266667,0.002478588,1.3427317,1.2009247,55.9397227898735,1,0.0264,0,0.0264,0.0219830602201787,2.32652859036877,7,5,0,1,0,0,0.4461,0.31,0.33,0.36
"keep","Brassica tournefortii","MD-2","MD","MD","Brassica tournefortii","BRATOU","BRATOU","Brassicaceae","forb","invasive","no appendage","none","human","unassisted",17.1,17.1,247.02321438,0.502622031662269,0.0371108179419525,56.6833333,5.01e-05,1.4756752,1.453518,706.274571996199,1,0.0292,0,0.0292,0.0200891905019408,2.64896919778617,7,2,1,1,0,0,0.0923,0.29,0.26,0.45
"keep","Bromus diandrus","SAC-01","SAC","SAC","Bromus diandrus","BRODIA","BRODIA","Poaceae","grass","invasive","elongated appendage","awn","adhesive","adhesive",134.67,98.11,264.13438706,0.424423756019262,0.0138523274478331,51.1051471666667,0.191732042,71.4904825,5.3842205,91.7027229779358,0.167432633752426,0,0,0.0294,0.00546040044236673,0.707002988763656,6,6,0,0,1,1,0.2554,NA,NA,NA
"combine","Bromus hordeaceus","MCL-EE-61","MCL/SFREC","MCL-EE","Bromus hordeaceus","BROHOR","BROHOR","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",NA,NA,NA,0.403233106013639,0.0187755734655921,35.847083325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Bromus hordeaceus","SFREC-4","MCL/SFREC","SFREC","Bromus hordeaceus","BROHOR","BROHOR","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",22.14,15.9831,192.8669341,NA,NA,35.847083325,0.16111001,14.05215,2.0872163,188.983910247907,0.160787258517224,0,0,0.0206,0.00986960479371496,0.414180864365158,7,6,0,0,1,1,0.4725,NA,NA,NA
"combine","Bromus madritensis","MCL-EE-62","MCL/SFREC","MCL-EE","Bromus madritensis","BROMAD","BROMAD","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",NA,NA,NA,0.421442768985568,0.0278762429675667,22.56371428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,1,0.5527,NA,NA,NA
"combine","Bromus madritensis","SFREC-5","MCL/SFREC","SFREC","Bromus madritensis","BROMAD","BROMAD","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",26.31,21.38,157.45490956,NA,NA,22.56371428,0.186234022,31.968532,2.6234225,165.537886824649,0.211347835075268,0,0,0.0238,0.00907211857792635,0.408813109416661,7,6,0,0,1,1,0.4725,NA,NA,NA
"keep","Bromus rubens","MD-4","MD","MD","Bromus rubens","BRORUB","BRORUB","Poaceae","grass","invasive","elongated appendage","awn","adhesive","adhesive",25.57,19.5,233.2743141,0.414824644549763,0.0239210110584518,31.7965,0.174692249,30.098456,3.4122218,151.325200081602,0.188980760522758,0,0,0.0124,0.00363399589088845,0.349611721796028,6,6,0,0,1,1,0.0909,0.02,0.18,0.8
"keep","Bromus tectorum","MD-5","MD","MD","Bromus tectorum","BROTEC","BROTEC","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",32.49,27.31,174.01834408,0.416317073170732,0.0198834688346883,29.89334547,0.180333313,23.25407,2.2201601,114.802397724722,0.215272697406205,0,0,0.0152,0.00684635310759796,0.624146044687966,7,6,0,0,1,1,0.0909,0.01,0.14,0.85
"combine","Calandrinia menziesii","MCL-EE-9","MCL","MCL-EE","Calandrinia menziesii","CALMEN","CALMEN","Montiaceae","forb","native","no appendage","none","human","animal",NA,NA,NA,0.478072449318711,0.0325623130608176,8.44845238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,0,0.5527,NA,NA,NA
"combine","Calandrinia menziesii","MCL-ML-18","MCL","MCL-ML","Calandrinia menziesii","CALMEN","CALMEN","Montiaceae","forb","native","no appendage","none","human","animal",3.3303,3.3303,155.10437074,NA,NA,8.44845238,0.031736611,1.56430445,0.88185995,66.1751546153681,2.50865580675762,0.0136,0,0.0136,0.0154219499366084,0.702219948293519,7,6,0,0,1,0,0.5445,NA,NA,NA
"combine","Calycadenia multiglandulosa","SFREC-18a","SFREC","SFREC","Calycadenia multiglandulosa","CALMUL","CALMUL","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",9.2268,9.2268,222.82373184,0.509304690062315,0.0554116103640538,12.975,0.092510097,2.9602134,1.05025528,77.6741728114575,1,0,0.038,0.038,0.0361816795627059,0.656984001683374,6,6,0,NA,NA,0,0.6072,NA,NA,NA
"combine","Calycadenia multiglandulosa","SFREC-18b","SFREC","SFREC","Calycadenia multiglandulosa","CALMUL","CALMUL","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",9.714,9.714,243.65263908,0.506083481349911,0.0357785671995263,12.975,0.072888408,2.4683215,1.05468674,43.6159673906294,1,0,0.08942,0.08942,0.0847834685017468,1.33763653697054,6,6,1,NA,NA,0,0.6072,NA,NA,NA
"keep","Calycadenia pauciflora","MCL-EE-10","MCL","MCL-EE","Calycadenia pauciflora","CALPAU","CALPAU","Asteraceae","forb","native","no appendage","none","wind","wind",9.496,9.496,126.42160496,0.452674212946587,0.0278705341351256,30,0.068273922,3.1020199,1.3826146,64.4523153882803,1,0.0098,0.0514,0.0612,0.0442639619167916,0.796371738410736,5,5,0,NA,NA,0,0.5647,NA,NA,NA
"keep","Calyptridium monandrum","CBG-21042","CBG","CBG","Calyptridium monandrum","CALMON","CALMON","Montiaceae","forb","native","no appendage","none","unassisted","unassisted",0.9723,0.9723,125.75855656,0.442879161528977,0.0249599260172626,9.75,0.001331946,0.68687585,0.63369837,1.9527731273135,2.65876258894462,0.0142,0,0.0142,0.0224081371710014,0.754290495570485,1,1,0,1,1,0,0.1911,NA,NA,NA
"keep","Camissonia campestris","CP-12","CP","CP","Camissonia campestris","CAMCAM","CAMCAM","Onagraceae","forb","native","no appendage","none","unassisted","unassisted",0.5845,0.5845,134.78113238,0.510852917876947,0.0370266701874835,15,0.056121005,0.87299701,0.43428277,2.25875256143366,1,0.016,0,0.016,0.036842355039782,0.548746467790807,1,1,0,NA,NA,0,0.2142,NA,NA,NA
"keep","Camissoniopsis ignota","CBG-21165","CBG","CBG","Camissoniopsis ignota","CAMIGN","CAMIGN","Onagraceae","forb","native","no appendage","none","unassisted","unassisted",0.9753,0.9753,137.55314534,0.505997171145686,0.0338613861386139,55,0.054648543,1.0812756,0.54506925,10.9685691504487,1,0.0196,0,0.0196,0.0359587336838393,0.575618833034772,2,2,0,NA,NA,0,0.1294,NA,NA,NA
"combine","Camissoniopsis pallida","CBG-23460","CBG/SS","CBG","Camissoniopsis pallida","CAMPAL","CAMPAL","Onagraceae","forb","native","no appendage","none","unassisted","unassisted",1.046,1.046,145.52770656,NA,NA,60,0.056860143,1.1388845,0.56279506,30.7036315342996,1,0.0126,0,0.0126,0.0223882562153264,0.570040543724944,2,2,0,NA,NA,0,0.1035,NA,NA,NA
"combine","Camissoniopsis pallida","SS-7","CBG/SS","SS","Camissoniopsis pallida","CAMPAL","CAMPAL","Onagraceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.469172710179962,0.0276121407467096,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0,0.2358,NA,NA,NA
"keep","Capsella bursa-pastoris","CP-1","CP","CP","Capsella bursa-pastoris","CAPBUR","CAPBUR","Brassicaceae","forb","invasive","no appendage","none","other insect","other insect",0.8768,0.8768,165.27935254,0.538307329997056,0.0423138062996762,18.41363636,0.041062951,0.97935202,0.55836359,59.7735910356954,0.972067646459588,0.0068,0,0.0068,0.0121784445149799,0.521108297501393,3,3,1,1,0,0,0.1893,0.31,0.28,0.41
"keep","Capsella bursa-pastoris","SAC-07","SAC","SAC","Capsella bursa-pastoris","CAPBUR","CAPBUR","Brassicaceae","forb","invasive","no appendage","none","other insect","other insect",1.1644,1.1644,160.64642052,0.534139864266745,0.0384715255237533,18.41363636,0.043275953,1.09457,0.6115411,87.2568945071125,0.977642472200668,0.0072,0,0.0072,0.0117735341091547,0.580855957400172,3,3,1,1,0,0,0.2569,0.31,0.28,0.41
"keep","Carduus pycnocephalus","SFREC-6","SFREC","SFREC","Carduus pycnocephalus","CARPYC","CARPYC","Asteraceae","forb","invasive","nutrient-containing appendage","elaiosome","wind","wind",68.99,68.99,271.86181726,0.606386870458532,0.0279027812578301,43.0083333333333,0.101609495,5.3709261,1.559873,56.4752795903404,1,0,0.0922,0.0922,0.059107376049204,2.4700625129536,5,5,1,0,0,0,0.4725,NA,NA,NA
"keep","Castilleja attenuata","MCL-EE-11","MCL","MCL-EE","Castilleja attenuata","CASATT","CASATT","Orobanchaceae","forb","native","no appendage","none","wind","wind",1.036,1.036,141.24007102,0.58631037212985,0.0429493269992082,17.1,0.027432836,1.14774736,0.74448479,25.982927057989,0.924321322041963,0.0154,0,0.0154,0.0206854461056216,0.418029863666097,5,5,0,1,0,1,0.5647,NA,NA,NA
"keep","Castilleja exserta","CBG-22368","CBG","CBG","Castilleja exserta","CASEXS","CASEXS","Orobanchaceae","forb","native","balloon structure","balloon","wind","wind",1.194,1.194,110.4108705,0.497884127294026,0.0270257115276151,14.6769230766667,0.014810386,1.4934011,1.10786423,46.6501361090527,0.962876560502048,0.0116,0,0.0116,0.0104705971055677,0.257239282170551,5,5,0,1,0,1,0.2047,NA,NA,NA
"keep","Caulanthus anceps","CBG-23305","CBG","CBG","Caulanthus anceps","CAUANC","CAUANC","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",1.519,1.519,184.40637358,0.532682634730539,0.0514071856287425,92.5,0.034245535,1.07241262,0.6514242,79.7727463736957,1,0.0282,0,0.0282,0.0432897641813123,0.740057187955739,2,2,1,NA,NA,0,0.1893,NA,NA,NA
"keep","Caulanthus heterophyllus","CBG-19136","CBG","CBG","Caulanthus heterophyllus","CAUHET","CAUHET","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",3.4649,3.4649,194.82387222,0.581047087980173,0.033045229244114,72.5,0.048293326,1.68395375,0.77993642,98.1850390628952,1,0.0136,0,0.0136,0.0174373188009351,0.707515524390214,2,2,1,NA,NA,0,0.2955,NA,NA,NA
"discard","Caulanthus lasiophyllus","CBG-22341","CBG","CBG","Caulanthus lasiophyllus","CAULAS","CAULAS","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",1.2311,1.2311,148.56253214,NA,NA,60,0.04939915,1.16547336,0.61597254,69.1028170105252,NA,NA,NA,NA,NA,0.550881226499396,2,2,NA,NA,NA,0,0.2261,NA,NA,NA
"keep","Caulanthus lasiophyllus","CP-2","CP","CP","Caulanthus lasiophyllus","CAULAS","CAULAS","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",2.256,2.256,174.35226876,0.53607391699485,0.0478521660102999,60,0.040406623,1.17433606,0.67358148,80.8227665664281,1,0.0328,0,0.0328,0.0486949255196268,0.889442670333988,2,2,1,NA,NA,0,0.1976,NA,NA,NA
"keep","Centaurea melitensis","MCL-ML-38","MCL","MCL-ML","Centaurea melitensis","CENMEL","CENMEL","Asteraceae","forb","invasive","elongated appendage","pappus","animal","animal",14.81,13.9167,195.8421299,0.538514588859416,0.0310132625994695,57.7619047666667,0.07425439,2.8671528,1.2097878,37.4500695891558,1,0.0348,0.0242,0.059,0.0487688832702727,0.525018339837132,6,6,0,1,NA,0,0.5603,NA,NA,NA
"combine","Centaurea solstitialis","MCL-EE-63","MCL","MCL-EE","Centaurea solstitialis","CENSOL","CENSOL","Asteraceae","forb","invasive","elongated appendage","pappus","human","adhesive",NA,NA,NA,0.479679370185762,0.0173267763091495,73.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,0,NA,NA,NA,NA
"combine","Centaurea solstitialis","MCL-ML-39a","MCL","MCL-ML","Centaurea solstitialis","CENSOL","CENSOL","Asteraceae","forb","invasive","elongated appendage","pappus","human","adhesive",17.62,17.3176,187.77572532,NA,NA,73.375,0.082914448,3.06435255,1.05025526,39.7762567591587,1,0,0.0346,0.0346,0.0329443720186653,0.649446012231199,7,6,0,1,0,0,0.5647,NA,NA,NA
"combine","Centaurea solstitialis","MCL-ML-39b","MCL","MCL-ML","Centaurea solstitialis","CENSOL","CENSOL","Asteraceae","forb","invasive","elongated appendage","pappus","human","adhesive",15.06,15.06,253.91062864,NA,NA,73.375,0.077451109,2.69432585,0.979352,40.9258250667969,1,0,0.0446,0.0446,0.0455403164541452,1.65734762619948,7,6,0,NA,NA,0,0.5647,NA,NA,NA
"combine","Chaenactis artemisiifolia","CBG-22342","CBG/SS","CBG","Chaenactis artemisiifolia","CHAART","CHAART","Asteraceae","forb","native","no appendage","none","wind","wind",5.6113,5.6113,163.71931232,NA,NA,57.5,0.132337331,4.6973444,1.07241256,78.3180679775854,1,0,0.0208,0.0208,0.0193955206940135,0.438924074465703,5,5,0,NA,NA,1,0.2261,NA,NA,NA
"combine","Chaenactis artemisiifolia","SS-9","CBG/SS","SS","Chaenactis artemisiifolia","CHAART","CHAART","Asteraceae","forb","native","no appendage","none","wind","wind",NA,NA,NA,0.551032591158438,0.0291932881574701,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,NA,NA,NA,NA
"keep","Chaenactis carphoclinia","CBG-24825","CBG","CBG","Chaenactis carphoclinia","CHACAR","CHACAR","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",2.918,2.918,127.13520242,0.48419835234474,0.0343187579214195,60.96,0.14557389,4.1611383,0.79323083,89.1641521514009,1,0,0.0282,0.0282,0.0355508118614099,0.416034511873465,5,5,0,NA,NA,1,0.0486,NA,NA,NA
"combine","Chaenactis fremontii","DW-04","DW/GRIN","DW","Chaenactis fremontii","CHAFRE","CHAFRE","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",6.9741,4.309,129.68908268,0.515071366152054,0.0334867462860472,20,0.180275123,5.8007772,0.57608942,79.0640473602527,1,0,0.045,0.045,0.0781128735188367,0.78451960505955,5,5,0,NA,NA,1,0.0578,NA,NA,NA
