"keep","Species","ID","site","acc","Species.no.ssp","code","new.code","family","group","nat.inv","appendage type","appendage","disp.cat.all","disp.cat.nat","morph.mass.mg","chem.mass.mg","set.time.mpsec","prop.C","prop.N","height.cm","shape","size.mm","width","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","coat.thick.per.width","wing.loading","ldd.all","ldd.natural","mucilage","fleshy.end","starchy.end","smooth.coarse","AI","oil.prop.kew","prot.prop.kew","carb.prop.kew"
"keep","Daucus pusillus","GRIN-Ames-30663","GRIN","GRIN","Daucus pusillus","DAUPUS","DAUPUS","Apiaceae","forb","native","elongated appendage","prickles","adhesive","adhesive",19.9556,19.9556,179.09582058,0.480426390089311,0.0285710169979833,17.1888889,0.049685107,4.89011295,2.2201601,126.131754324509,0.238212816089917,0,0.0822,0.0822,0.0370243569371416,0.716964458508637,6,6,0,0,0,1,0.0777,0.25,0.18,0.58
"keep","Deinandra fasciculata","CBG-24538","CBG","CBG","Deinandra fasciculata","DEIFAS","DEIFAS","Asteraceae","forb","native","flat appendage","pappus","unassisted","unassisted",6.0169,6.0169,181.80039882,0.500229717941262,0.0297441116603664,52,0.073686196,2.2135129,0.9173116,55.2311283467791,1,0,0.059,0.059,0.0643183842873021,0.9963371210449,2,2,0,NA,NA,1,0.2083,NA,NA,NA
"keep","Deschampsia danthonioides","CBG-21098","CBG","CBG","Deschampsia danthonioides","DESDAN","DESDAN","Poaceae","grass","native","no appendage","none","animal","animal",1.8173,1.8173,151.07524134,0.400415156507413,0.0178056013179572,45.72,0.069208015,1.3737519,0.60710963,34.8049035027718,0.488334474355261,0,0,0.007,0.0115300427700348,0.773753003769365,6,6,0,1,1,0,0.1894,NA,NA,NA
"keep","Descurainia pinnata","CP-13","CP","CP","Descurainia pinnata","DESPIN","DESPIN","Brassicaceae","forb","native","no appendage","none","animal","animal",1.3049,1.3049,178.22463386,0.540666455093621,0.0365756902570613,35,0.030036526,0.90401725,0.57165796,379.873780211282,0.971242205334434,0.017,0,0.017,0.0297380622496711,0.84626005456688,6,6,1,1,0,0,0.2136,NA,NA,NA
"keep","Diplacus bigelovii","CBG-24818","CBG","CBG","Diplacus bigelovii","DIPBIG","DIPBIG","Phrymaceae","forb","native","no appendage","none","unknown","unknown",0.372,0.372,80.372214222,0.542992726013163,0.0298753030827849,13.5,0.036557072,0.63369836,0.37667385,24.202866115883,0.922413262501324,0.005,0,0.005,0.0132740831358482,0.557804667961373,2,2,0,1,0,0,0.0486,NA,NA,NA
"keep","Draba cuneifolia","SD-3","SD","SD","Draba cuneifolia","DRACUN","DRACUN","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",0.5841,0.5841,102.34970398,0.556629055007052,0.041533850493653,15,0.017732948,0.7843679,0.56279505,6.96218418250677,1,0.01,0,0.01,0.0177684576294692,0.455352730990672,1,1,1,NA,NA,1,0.1157,NA,NA,NA
"combine","Elymus caput-medusae","MCL-EE-19","MCL/SFREC","MCL-EE","Elymus caput-medusae","ELYCAP","ELYCAP","Poaceae","grass","invasive","elongated appendage","awn","animal","animal",NA,NA,NA,0.388742746615087,0.0146776273372018,34.9290826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,0.5445,0.02,0.14,0.84
"combine","Elymus caput-medusae","SFREC-19","MCL/SFREC","SFREC","Elymus caput-medusae","ELYCAP","ELYCAP","Poaceae","grass","invasive","elongated appendage","awn","animal","animal",33.06,19.62,181.81786052,NA,NA,34.9290826,0.154303439,77.909447,12.9885993,56.5085259568018,0.199367610261549,0,0,0.0178,0.00137043260700174,0.291630068827872,6,6,0,0,1,1,0.4843,0.02,0.14,0.84
"combine","Emmenanthe penduliflora","CBG-24539","CBG","CBG","Emmenanthe penduliflora","EMMPEN","EMMPEN","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted",5.1524,5.1524,152.82570588,0.50325849703773,0.0165949485500468,45,0.056041346,2.06949065,0.87299707,56.9565398761426,0.804770191545996,0.015,0,0.015,0.0171821882517887,0.712927012202868,2,2,0,0,0,1,0.2083,NA,NA,NA
"combine","Emmenanthe penduliflora var. penduliflora","CBG-23928","CBG","CBG","Emmenanthe penduliflora","EMMPENP","EMMPEN","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted",5.4756,5.4756,173.00968638,0.504020486555698,0.0209603072983355,45.1104,0.063748495,2.058412,0.78879934,70.5406435112804,0.770919520598786,0.0114,0,0.0114,0.0144523447496799,0.809656245828694,2,2,0,0,0,1,0.1192,NA,NA,NA
"combine","Epilobium brachycarpum","CBG-21768","MCL/CBG","CBG","Epilobium brachycarpum","EPIBRA","EPIBRA","Onagraceae","forb","native","no appendage","none","wind","wind",1.8489,1.8489,154.89163856,NA,NA,47.825,0.075833817,1.44687075,0.4963232,59.676194009441,1,0.0092,0,0.0092,0.018536308598913,0.707788311322976,5,5,1,NA,NA,1,0.2012,NA,NA,NA
"combine","Epilobium brachycarpum","MCL-EE-20","MCL/CBG","MCL-EE","Epilobium brachycarpum","EPIBRA","EPIBRA","Onagraceae","forb","native","no appendage","none","wind","wind",NA,NA,NA,0.540336963921035,0.0449557522123894,47.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,0.5647,NA,NA,NA
"keep","Eremothera boothii","CBG-23457","CBG","CBG","Eremothera boothii","EREBOO","EREBOO","Onagraceae","forb","native","no appendage","none","unknown","unknown",1.8862,1.8862,147.56843344,0.500972903225806,0.0337470967741936,30.48,0.072758308,1.460165,0.53620633,43.4599454583795,1,0.0156,0,0.0156,0.0290932783281391,0.690307597508144,2,2,0,NA,NA,1,0.1019,NA,NA,NA
"keep","Eriastrum diffusum","SD-5","SD","SD","Eriastrum diffusum","ERIDIF","ERIDIF","Polemoniaceae","forb","native","no appendage","none","ant","ant",1.6855,1.6855,139.23501372,0.487228098725251,0.0310360726878221,20,0.059251413,1.2186506,0.5893838,1003.74219636559,0.957476800528794,0.0082,0,0.0082,0.0139128357447219,0.78887241240488,3,3,1,1,0,0,0.1157,NA,NA,NA
"keep","Eriastrum eremicum","DW-09","DW","DW","Eriastrum eremicum","ERIERE","ERIERE","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",1.4668,1.4668,138.86131152,0.472225628448805,0.0382311465358676,17.78,0.040704421,1.07684406,0.61597255,1138.27108811759,0.952274971093798,0.0068,0,0.0068,0.0110394529756237,0.77837265986728,2,2,1,1,0,0,0.0692,NA,NA,NA
"keep","Eriastrum sapphirinum","CBG-21164","CBG","CBG","Eriastrum sapphirinum","ERISAP","ERISAP","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",2.1437,2.1437,156.3040016,0.466090120347047,0.026767422334173,22.5,0.037898595,1.29841706,0.76221062,1816.32212572055,0.849186887112249,0.007,0,0.007,0.00918381326148408,0.774637076188023,2,2,1,1,0,0,0.2018,NA,NA,NA
"keep","Eriogonum gracillimum","CP-14","CP","CP","Eriogonum gracillimum","ERIGRA","ERIGRA","Polygonaceae","forb","native","no appendage","none","wind","wind",1.5509,1.5509,168.3459314,0.430624426078972,0.0354759718396082,30,0.04910674,1.03696092,0.54950068,100.697668629519,1.57583722995843,0,0.0092,0.0092,0.016742472456995,1.20462470250997,5,5,0,0,1,0,0.1853,NA,NA,NA
"keep","Eriogonum parishii","CBG-21262","CBG","CBG","Eriogonum parishii","ERIPAR","ERIPAR","Polygonaceae","forb","native","no appendage","none","wind","wind",2.416,2.416,181.55122436,0.429292576419214,0.0185822416302766,25,0.030252358,1.2851227,0.81095664,44.5577648627335,1.90212882774572,0,0.0086,0.0086,0.0106047593370713,0.961155994408491,5,5,0,0,1,1,0.399,NA,NA,NA
"keep","Eriogonum pharnaceoides","GRIN-W6-40753","GRIN","GRIN","Eriogonum pharnaceoides","ERIPHA","ERIPHA","Polygonaceae","forb","native","elongated appendage","","wind","wind",6.3293,6.3293,200.0047848,0.549081569115816,0.0319894146948941,21.3,0.048610878,1.9897244,1.05911826,59.6599465788077,1.63527674330135,0.0592,0,0.0592,0.055895552211516,1.27917808589056,5,5,0,0,1,0,0.3044,NA,NA,NA
"keep","Eriophyllum lanosum","SD-6","SD","SD","Eriophyllum lanosum","ERILAN","ERILAN","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",0.9843,0.9843,113.04258303,0.494759073842303,0.0282165206508135,8,0.182887305,3.3900649,0.31463346,104.664318652672,1,0,0.0212,0.0212,0.0673799919436413,0.133546544695151,5,5,0,NA,NA,0,0.1157,NA,NA,NA
"keep","Eriophyllum wallacei","CBG-21654","CBG","CBG","Eriophyllum wallacei","ERIWAL","ERIWAL","Asteraceae","forb","native","flat appendage","pappus","wind","wind",0.7359,0.7359,88.870358254,0.506753287413901,0.0249937382592361,8,0.149486167,2.0207445,0.36337949,141.314071247022,1,0,0.0162,0.0162,0.04458149247774,0.238442529556991,5,5,0,NA,NA,1,0.164,NA,NA,NA
"keep","Erodium botrys","SFREC-7","SFREC","SFREC","Erodium botrys","EROBOT","EROBOT","Geraniaceae","forb","invasive","elongated appendage","awn","adhesive","adhesive",131.85,31.15,254.51043812,0.483774960380349,0.0659080824088748,19.92,0.111177203,3.8154846,1.11672728,31.1232721027311,1,0.0138,0.0378,0.0516,0.0462064471103455,0.844700865060815,6,6,0,NA,NA,1,0.5455,NA,NA,NA
"keep","Erodium cicutarium","MD-6","MD","MD","Erodium cicutarium","EROCIC","EROCIC","Geraniaceae","forb","invasive","elongated appendage","awn","human","adhesive",27.82,11.9066,274.0276119,0.463152882205514,0.0532080200501253,13.60623076,0.104680768,2.6278539,0.82425101,22.680355346315,1,0.02072,0.0298,0.05052,0.0612920086079118,0.605957043021286,7,6,0,NA,NA,1,0.0909,NA,NA,NA
"keep","Erodium texanum","SD-7","SD","SD","Erodium texanum","EROTEX","EROTEX","Geraniaceae","forb","native","elongated appendage","awn","human","adhesive",58.5333333333333,16.1821,240.11786546,0.494776659959759,0.0647122736418511,30,0.110994967,3.354613,0.98378348,25.5951074472527,1,0.0102,0.0668,0.077,0.0782692549380886,0.439586760407792,7,6,0,NA,NA,1,0.1157,0.16,0.26,0.59
"keep","Erysimum repandum","GRIN-PI-633236","GRIN","GRIN","Erysimum repandum","ERYREP","ERYREP","Brassicaceae","forb","invasive","no appendage","none","adhesive","adhesive",1.6504,1.6504,158.08516432,0.493838823849714,0.0441600871222434,23.0357143,0.042966762,1.2496709,0.70017023,44.9684098583998,1,0.0156,0,0.0156,0.0222802960360083,0.606538324372462,6,6,0,NA,NA,0,NA,NA,NA,NA
"combine","Erythranthe guttata","MCL-EE-64","MCL","MCL-EE","Erythranthe guttata","ERYGUT","ERYGUT","Phrymaceae","forb","native","no appendage","none","animal","animal",NA,NA,NA,0.552800949474398,0.0450356052899288,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,0,0.5647,NA,NA,NA
"combine","Erythranthe guttata","MCL-ML-27","MCL","MCL-ML","Erythranthe guttata","ERYGUT","ERYGUT","Phrymaceae","forb","native","no appendage","none","animal","animal",0.2238,0.2238,98.885310956,NA,NA,11.6,0.037073778,0.62926691,0.37224238,41.2651596338494,0.92011994125562,0.0078,0,0.0078,0.0209540891072102,0.317979408233217,6,6,0,1,0,0,0.5445,NA,NA,NA
"keep","Eschscholzia californica","CBG-21071","CBG","CBG","Eschscholzia californica","ESCCAL","ESCCAL","Papaveraceae","forb","native","no appendage","none","unassisted","unassisted",6.518,6.518,211.06200672,0.489078842580303,0.0276745420759225,20.44592728,0.008050315,1.4668124,1.1876305,39.6812279080005,0.519249112256485,0.046,0,0.046,0.0387325855979617,1.26760893171489,1,1,0,1,0,1,0.1516,NA,NA,NA
"discard","Eschscholzia californica","SS-17","SS","SS","Eschscholzia californica","ESCCAL","ESCCAL","Papaveraceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.551578227571116,0.0375464989059081,20.44592728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,0.2358,NA,NA,NA
"keep","Eschscholzia glyptosperma","CBG-20684","CBG","CBG","Eschscholzia glyptosperma","ESCGLY","ESCGLY","Papaveraceae","forb","native","no appendage","none","ballistic","ballistic",6.1157,6.1157,205.72010654,0.394272596843615,0.022545193687231,15,0.000725625,1.240808,1.1699046,41.1953066540928,0.555340392238988,0.0348,0,0.0348,0.0297460151879051,1.39777699404566,1,1,0,0,0,1,0.0431,NA,NA,NA
"keep","Eschscholzia minutiflora","CBG-23612","CBG","CBG","Eschscholzia minutiflora","ESCMIN","ESCMIN","Papaveraceae","forb","native","no appendage","none","unassisted","unassisted",5.7029,5.7029,197.62806722,0.594537890044576,0.0359851411589896,20,0.001352501,1.2496711,1.1521787,33.5985733658155,0.624354522992445,0.0352,0,0.0352,0.0305508164662305,1.34098658275074,1,1,0,0,0,1,0.0462,NA,NA,NA
"keep","Eucrypta chrysanthemifolia","CBG-21069","CBG","CBG","Eucrypta chrysanthemifolia","EUCCHR","EUCCHR","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted",5.0597,5.0597,201.19153502,0.503947368421053,0.0315355398806294,90,0.009914308,1.3427317,1.05911833,54.2857992093765,0.791362566423168,0.0174,0,0.0174,0.0164287591925635,1.20352610480162,2,2,0,0,0,1,0.1362,NA,NA,NA
"keep","Eucrypta micrantha","SD-9","SD","SD","Eucrypta micrantha","EUCMIC","EUCMIC","Hydrophyllaceae","forb","native","no appendage","none","unassisted","unassisted",0.7746,0.7746,141.36470364,0.49704275862069,0.0250068965517241,30,0.037558295,0.79766226,0.46973446,58.9186489680693,0.74572826855025,0.0082,0,0.0082,0.0174566711584243,0.729909591848804,1,1,0,1,0,1,0.1157,NA,NA,NA
"keep","Eulobus californicus","CBG-22353","CBG","CBG","Eulobus californicus","EULCAL","EULCAL","Onagraceae","forb","native","no appendage","none","unknown","unknown",2.5,2.5,175.41328802,0.520065452475811,0.0267871371656232,91,0.078948867,1.5687359,0.63369837,82.3185808894396,1,0.0114,0,0.0114,0.0179896312499589,0.895508051376773,2,2,1,NA,NA,0,0.2261,NA,NA,NA
"combine","Euphorbia crenulata","MCL-EE-22","MCL","MCL-EE","Euphorbia crenulata","EUPCRE","EUPCRE","Euphorbiaceae","forb","native","no appendage","none","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4336677814939,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Euphorbia crenulata","MCL-ML-34","MCL","MCL-ML","Euphorbia crenulata","EUPCRE","EUPCRE","Euphorbiaceae","forb","native","no appendage","none","unknown","unknown",6.9815,6.9815,207.61023968,0.49744847605225,0.0310304789550073,13.95,0.006418504,1.7991715,1.4934009,63.1956800958998,0.84376265464584,0.0498,0,0.0498,0.0333467054961598,0.887628913112985,2,2,0,1,0,1,0.5647,NA,NA,NA
"keep","Evax multicaulis","SD-10","SD","SD","Evax multicaulis","EVAMUL","EVAMUL","Asteraceae","forb","native","no appendage","none","unassisted","unassisted",0.2145,0.2145,83.59011593,0.486085657370518,0.0430212483399735,13.5,0.05039053,0.74448479,0.38996821,64.6585222260364,1,0,0.0074,0.0074,0.0189759057539588,0.260314712599208,1,1,0,NA,NA,0,0.1157,NA,NA,NA
"combine","Festuca microstachys","MCL-EE-65","MCL","MCL-EE","Festuca microstachys","FESMIC","FESMIC","Poaceae","grass","native","elongated appendage","awn","adhesive","adhesive",NA,NA,NA,0.443214971209213,0.0269705694177863,18.0946236566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,0,NA,NA,NA,NA
"combine","Festuca microstachys","MCL-ML-20","MCL","MCL-ML","Festuca microstachys","FESMIC","FESMIC","Poaceae","grass","native","elongated appendage","awn","adhesive","adhesive",14.41,10.4777,167.2826448,NA,NA,18.0946236566667,0.187196949,15.937735,1.06798108,64.9394969322215,0.2980954491247,0,0,0.021,0.0196632696901335,0.60634654895863,6,6,0,1,1,0,0.5647,NA,NA,NA
"combine","Festuca myuros","MCL-EE-66","MCL/SFREC","MCL-EE","Festuca myuros","FESMYU","FESMYU","Poaceae","grass","invasive","elongated appendage","awn","adhesive","adhesive",NA,NA,NA,0.443863185723728,0.0246397884996695,28.0767676766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Festuca myuros","SFREC-8","MCL/SFREC","SFREC","Festuca myuros","FESMYU","FESMYU","Poaceae","grass","invasive","elongated appendage","awn","adhesive","adhesive",7.0416,7.4364,185.0644649,NA,NA,28.0767676766667,0.198810935,16.8085172,0.82868244,58.6115645055359,0.150328989826522,0,0,0.0072,0.00868849109436903,0.345014479525108,6,6,0,1,1,1,0.4725,NA,NA,NA
"keep","Festuca octoflora","SD-11","SD","SD","Festuca octoflora","FESOCT","FESOCT","Poaceae","grass","native","elongated appendage","awn","wind","wind",3.0987,2.4489,132.57835644,0.424991044776119,0.0188835820895522,5.3,0.183597983,9.40576775,0.7223275,70.5533257647913,0.147191818845291,0,0,0.0068,0.00941401234204706,0.241368943510523,5,5,0,1,1,1,0.1157,NA,NA,NA
"combine","Festuca perennis","MCL-EE-25","MCL/SFREC","MCL-EE","Festuca perennis","FESPER","FESPER","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",NA,NA,NA,0.416038961038961,0.0171969696969697,53.22277778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,1,NA,NA,NA,NA
"combine","Festuca perennis","SFREC-9","MCL/SFREC","SFREC","Festuca perennis","FESPER","FESPER","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",26.31,22.11,230.52193698,NA,NA,53.22277778,0.163516489,10.36960935,1.2984169,46.6500518240525,0.278057176512218,0,0,0.014,0.0107823611969314,0.95383902734145,7,6,0,0,1,1,0.4725,NA,NA,NA
"combine","Galium murale","MCL-EE-27","MCL","MCL-EE","Galium murale","GALMUR","GALMUR","Rubiaceae","forb","invasive","elongated appendage","hairs","adhesive","adhesive",NA,NA,NA,0.457485814935929,0.0270911004267215,10.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Galium murale","MCL-ML-33","MCL","MCL-ML","Galium murale","GALMUR","GALMUR","Rubiaceae","forb","invasive","elongated appendage","hairs","adhesive","adhesive",1.6834,1.6834,146.56354266,NA,NA,10.0833333333333,0.02170139,1.134453,0.77993643,80.7745649960455,0.872382258802016,0.0108,0.0306,0.0414,0.0530812491987328,0.618487592750911,6,6,0,1,0,1,0.5603,NA,NA,NA
"keep","Gastridium ventricosum","MCL-ML-5","MCL","MCL-ML","Gastridium ventricosum","GASVEN","GASVEN","Poaceae","grass","invasive","elongated appendage","awn","wind","wind",0.9256,0.9256,145.7809479,0.425358927162766,0.026726268735209,25.14285715,0.161910532,4.0858033,0.59824672,15.7666277370819,0.340255962437158,0,0,0.0192,0.032093782311084,0.253679000534557,5,5,0,1,1,0,0.5527,NA,NA,NA
"keep","Geraea canescens","CBG-24794","CBG","CBG","Geraea canescens","GERCAN","GERCAN","Asteraceae","forb","native","elongated appendage","hairs","animal","animal",17.22,17.22,129.7062919,0.448148474178404,0.019474765258216,45,0.112520825,10.23445,2.025176,140.327531012405,1,0,0.03,0.03,0.0148135273181195,0.268193389150701,6,6,0,NA,NA,1,0.0585,NA,NA,NA
"keep","Geranium dissectum","SFREC-13","SFREC","SFREC","Geranium dissectum","GERDIS","GERDIS","Geraniaceae","forb","invasive","no appendage","none","human","animal",61.11,61.11,256.28128678,0.484746835443038,0.0378370941111723,17.589457825,0.012141328,2.5214992,1.9321154,82.7410302605761,1,0.053,0,0.053,0.0274310737340016,4.01136157282868,7,6,0,NA,NA,0,0.5684,NA,NA,NA
"keep","Gilia angelensis","CBG-21065","CBG","CBG","Gilia angelensis","GILANG","GILANG","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",3.2545,3.2545,197.50627622,0.486955196586407,0.025419079548918,38.5,0.010263842,1.0103722,0.79323081,1301.12489793193,0.906701881960084,0.006,0,0.006,0.00756400271441801,1.36332840705885,2,2,1,1,0,1,0.1362,NA,NA,NA
"combine","Gilia capitata","MCL-EE-28","MCL","MCL-EE","Gilia capitata","GILCAP","GILCAP","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.483361618798956,0.0254895561357702,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
"combine","Gilia capitata","MCL-ML-9","MCL","MCL-ML","Gilia capitata","GILCAP","GILCAP","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",9.0258,9.0258,229.26865262,NA,NA,24.8,0.032523824,1.8301919,1.1300216,632.196298174988,0.905871301348379,0.0092,0,0.0092,0.00814143729641982,1.52230162263476,1,1,1,1,0,0,0.5647,NA,NA,NA
"keep","Gilia latiflora ssp. davyi","CBG-21612","CBG","CBG","Gilia latiflora ssp. davyi","GILLATD","GILLAT","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",2.1525,2.1525,181.43046294,0.511631248129303,0.0284705178090392,20,0.027707757,1.074628415,0.66471857,551.691342253974,0.84394778316736,0.0068,0,0.0068,0.0102298932313565,1.01023013713664,1,1,1,1,0,1,0.0646,NA,NA,NA
"keep","Gilia tricolor","MCL-EE-29","MCL","MCL-EE","Gilia tricolor","GILTRI","GILTRI","Polemoniaceae","forb","native","no appendage","none","unassisted","unassisted",3.975,3.975,209.5793946,0.448650154798762,0.0284613003095975,12.325,0.02884708,1.20535634,0.77107353,1182.45039289353,0.867879219659324,0.0098,0,0.0098,0.0127095531343165,1.49010326269412,1,1,1,1,0,1,0.5647,NA,NA,NA
"keep","Helianthus annuus","SS-23","SS","SS","Helianthus annuus","HELANN","HELANN","Asteraceae","forb","native","no appendage","none","human","adhesive",55.59,55.59,204.36648068,0.511899070385126,0.0213227091633466,223.5192857,0.083973793,4.3406122,1.4269294,19.7767108087378,1,0,0.1474,0.1474,0.103298733630409,2.52147881289667,7,6,0,NA,NA,0,NA,0.42,0.27,0.31
"keep","Helianthus deserticola","GRIN-Ames-32935","GRIN","GRIN","Helianthus deserticola","HELDES","HELDES","Asteraceae","forb","native","no appendage","none","unknown","unknown",30.4,30.4,204.93588216,0.569720575783235,0.036734405870731,25,0.123533951,5.3443373,1.15661026,34.7869042198544,1,0,0.0888,0.0888,0.0767760783999962,1.35611638601228,2,2,0,NA,NA,0,0.0787,NA,NA,NA
"combine","Helianthus niveus","GRIN-PI-650016","GRIN","GRIN","Helianthus niveus","HELNIV","HELNIV","Asteraceae","forb","native","no appendage","none","unknown","unknown",26.59,26.59,191.83788262,0.538629522894653,0.0433045148895293,100.584,0.096640497,5.0917442,1.5820303,93.3057926786856,1,0,0.094,0.094,0.059417319630351,1.04245235289023,2,2,0,NA,NA,0,0.0342,NA,NA,NA
"combine","Helianthus niveus ssp. canescens","GRIN-PI-649905","GRIN","GRIN","Helianthus niveus","HELNIVC","HELNIV","Asteraceae","forb","native","no appendage","none","unknown","unknown",21.96,21.96,206.86514846,0.556387496313772,0.03552934237688,152.4,0.120847216,4.01046865,0.99707788,41.4855088571419,1,0,0.0866,0.0866,0.0868537972179265,1.72234667318544,2,2,0,NA,NA,0,0.0495,NA,NA,NA
"keep","Helianthus petiolaris ssp. fallax","GRIN-PI-695660","GRIN","GRIN","Helianthus petiolaris ssp. fallax","HELPETF","HELPET","Asteraceae","forb","native","no appendage","none","unknown","unknown",21.79,21.79,203.91999794,0.566558372952985,0.0394479661912309,182.88,0.104718353,3.8753092,1.0591183,15.6243831742092,1,0,0.0752,0.0752,0.0710024555330599,1.56421855861833,2,2,0,NA,NA,0,0.2399,0.33,0.23,0.45
"keep","Heliomeris longifolia var. annua","GRIN-W6-35203","GRIN","GRIN","Heliomeris longifolia var. annua","HELLONA","HELLON","Asteraceae","forb","native","no appendage","none","unknown","unknown",3.582,3.582,193.419783,0.566835138387485,0.0382851985559567,43,0.11710632,2.2135129,0.58495234,49.8188106403937,1,0,0.0308,0.0308,0.0526538623642398,0.97698569191635,2,2,0,NA,NA,0,0.1818,NA,NA,NA
"combine","Hemizonia congesta","MCL-EE-30","MCL","MCL-EE","Hemizonia congesta","HEMCON","HEMCON","Asteraceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.490171065476764,0.0325950101099159,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0,0.5445,NA,NA,NA
"combine","Hemizonia congesta","MCL-ML-15","MCL","MCL-ML","Hemizonia congesta","HEMCON","HEMCON","Asteraceae","forb","native","no appendage","none","unassisted","unassisted",14.16,14.16,221.72929666,NA,NA,37.7,0.064666027,2.61012835,1.10786416,54.9342569573233,1,0,0.044,0.044,0.039716060496081,1.60114120661052,2,2,0,NA,NA,0,0.5647,NA,NA,NA
"keep","Herniaria hirsuta","CP-15","CP","CP","Herniaria hirsuta","HERHIR","HERHIR","Caryophyllaceae","forb","invasive","no appendage","none","adhesive","adhesive",0.752666666666667,0.752666666666667,143.88176442,NA,NA,12,0.009535146,0.620404,0.49189175,NA,1.98024451217205,0.0078,0,0.0078,0.01585714743132,0.848702784480325,6,6,0,0,1,0,0.2077,NA,NA,NA
"keep","Hesperocnide tenella","CBG-23109","CBG","CBG","Hesperocnide tenella","HESTEN","HESTEN","Urticaceae","forb","native","no appendage","none","unknown","unknown",1.2366,1.2366,119.5534639,0.496316267797637,0.0349136625265071,25,0.053532461,1.1632573,0.50518613,58.1850981234685,1,0.0444,0,0.0444,0.0878883986779289,0.605018814539071,2,2,0,0,0,1,0.3503,NA,NA,NA
"keep","Heterotheca sessiliflora","CBG-20351","CBG","CBG","Heterotheca sessiliflora","HETSES","HETSES","Asteraceae","forb","native","elongated appendage","plume","wind","wind",7.088,5.5601,96.962202898,0.479905714285714,0.0339457142857143,45,0.114250404,3.6958352,1.04582389,83.5106519623499,1,0,0.0428,0.0428,0.0409246723174396,0.0882148521910369,5,5,0,NA,NA,1,0.2765,NA,NA,NA
"combine","Holocarpha virgata","MCL-EE-31","MCL","MCL-EE","Holocarpha virgata","HOLVIR","HOLVIR","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",NA,NA,NA,0.556614654002714,0.042072591587517,31.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,0,0.5445,NA,NA,NA
"combine","Holocarpha virgata","MCL-ML-3a","MCL","MCL-ML","Holocarpha virgata","HOLVIR","HOLVIR","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",20.6,20.6,205.38623442,NA,NA,31.65,0.065052393,3.1862175,1.3604574,47.5337196634481,1,0,0.0976,0.0976,0.0717405778380124,1.62002206344223,6,6,0,NA,NA,0,0.5445,NA,NA,NA
"combine","Holocarpha virgata","MCL-ML-3b","MCL","MCL-ML","Holocarpha virgata","HOLVIR","HOLVIR","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",17.65,17.65,204.5257618,NA,NA,31.65,0.117004213,3.9395653,0.86856561,91.6300611153552,1,0,0.0618,0.0618,0.0711517924362674,1.4183888773882,6,6,0,NA,NA,0,0.5445,NA,NA,NA
"keep","Hordeum intercedens","SS-24","SS","SS","Hordeum intercedens","HORINT","HORINT","Poaceae","grass","native","elongated appendage","awn","adhesive","adhesive",29.79,27.52,207.72274356,0.41680471487735,0.0228767123287671,22.5,0.187236866,15.572139,1.07241256,66.005540587893,0.340143316675377,0,0,0.0808,0.0753441380805909,0.926394824548377,6,6,0,0,1,1,0.2358,NA,NA,NA
